simulation_number,shower_length,total_water,water_type,heat_type,total_heat,total_CO2eq
932,7.289847216473177,82.85075383084137,"tap water production, seawater reverse osmosis, conventional pretreatment, baseline module, single stage","Heat, central or small-scale, natural gas {CH}",11.930508551641156,1.3612862226749176
933,12.03006358417306,136.72437939843329,"tap water production, underground water with disinfection","Heat, borehole heat pump {CH}",19.688310633374392,0.5958465324085344
934,11.704604311765182,133.02546153918146,"tap water production, underground water with chemical treatment","Heat, central or small-scale, natural gas {CH}",19.15566646164213,1.4577418580076997
935,12.360349032982628,140.47814783837998,"tap water production, conventional with biological treatment","Heat, central or small-scale, natural gas {CH}",20.228853288726715,1.538086089851585
936,13.099931574780141,148.88366983198065,"tap water production, conventional with biological treatment","Heat, central or small-scale, other than natural gas {CH}",21.439248455805213,2.280092091305612
937,6.2829079613236924,71.40666263473507,"tap water production, seawater reverse osmosis, conventional pretreatment, baseline module, single stage","Heat, central or small-scale, other than natural gas {CH}",10.28255941940185,1.4849898619221118
938,11.27365939841622,128.12767563636498,"tap water production, seawater reverse osmosis, conventional pretreatment, baseline module, single stage","Heat, district or industrial, other than natural gas {CH}",18.450385291636557,0.7440456512445544
939,9.50713363513971,108.05071286843071,"tap water production, seawater reverse osmosis, conventional pretreatment, baseline module, single stage","Electricity, low voltage, Zurich, Switzerland",15.55930265305402,1.1412907724861703
940,8.721870507239561,99.12602073564175,"tap water production, seawater reverse osmosis, conventional pretreatment, baseline module, single stage","Electricity, low voltage, Zurich, Switzerland",14.27414698593241,1.0470232891162579
941,11.289697162278747,128.30994843115948,"tap water production, underground water without treatment","Electricity, low voltage, Zurich, Switzerland",18.476632574086963,0.6167899977368038
942,6.007188982503023,68.27305440366793,"tap water production, conventional with biological treatment","Heat, central or small-scale, natural gas {CH}",9.83131983412818,0.7475172253180323
943,8.121407530929304,92.301623905706,"tap water production, conventional with biological treatment","Heat, central or small-scale, natural gas {CH}",13.291433842421663,1.0106044675604127
944,7.8344391408989615,89.04016358512341,"tap water production, underground water without treatment","Heat, district or industrial, other than natural gas {CH}",12.82178355625777,0.004589904741610771
945,18.96086673922779,215.49451668634018,"tap water production, conventional with biological treatment","Heat, central or small-scale, natural gas {CH}",31.031210402832983,2.3594354257566246
946,10.035449961725613,114.05514679125298,"tap water production, underground water with chemical treatment","Heat, central or small-scale, natural gas {CH}",16.423941137940428,1.2498581825995076
947,8.719634668731391,99.10060992793274,"tap water production, conventional with biological treatment","Heat, central or small-scale, natural gas {CH}",14.270487829622313,1.0850461226277441
948,12.478581436305692,141.82188570443736,"tap water production, seawater reverse osmosis, conventional pretreatment, baseline module, single stage","Heat, central or small-scale, natural gas {CH}",20.422351541438978,2.3302163246143013
949,9.6864190743366,110.08833222412719,"tap water production, underground water without treatment","Heat, district or industrial, other than natural gas {CH}",15.852719840274313,0.00567491048675439
950,9.95433587169361,113.13326690736902,"tap water production, underground water with chemical treatment","Heat, central or small-scale, other than natural gas {CH}",16.29119043466114,1.7336565074749442
951,10.269170207953778,116.71142997669148,"tap water production, conventional with biological treatment","Heat, central or small-scale, other than natural gas {CH}",16.806445916643572,1.7873874868556014
952,11.335296646049901,128.8281968241025,"tap water production, underground water with disinfection","Heat, central or small-scale, other than natural gas {CH}",18.55126034267076,1.9534197164051763
953,9.276006969184593,105.42390630635097,"tap water production, underground water without treatment","Heat, district or industrial, other than natural gas {CH}",15.181042508114539,0.005434465391250655
954,7.801776023677652,88.66893990870184,"tap water production, conventional with biological treatment","Heat, central or small-scale, natural gas {CH}",12.768327346853065,0.9708304471124293
955,17.143717081510626,194.84220196771162,"tap water production, seawater reverse osmosis, conventional pretreatment, baseline module, single stage","Heat, district or industrial, other than natural gas {CH}",28.05727708335047,1.1314611955064875
956,10.012508024293114,113.79440651039671,"tap water production, underground water with disinfection","Heat, borehole heat pump {CH}",16.386394537497125,0.49591742763824886
957,7.531368096061837,85.5956929695644,"tap water production, underground water with disinfection","Heat, central or small-scale, other than natural gas {CH}",12.325779787617272,1.2978860094922071
958,9.950628475430223,113.09113151467146,"tap water production, seawater reverse osmosis, conventional pretreatment, baseline module, single stage","Heat, district or industrial, other than natural gas {CH}",16.28512293811269,0.6567274726549037
959,11.771769265673722,133.78880635246662,"tap water production, seawater reverse osmosis, conventional pretreatment, baseline module, single stage","Heat, central or small-scale, other than natural gas {CH}",19.265588114755193,2.7823036918606814
960,11.515713371966482,130.87867350790776,"tap water production, underground water without treatment","Heat, district or industrial, other than natural gas {CH}",18.846528985138715,0.006746625566735151
961,7.114734004826847,80.8605527800082,"tap water production, seawater reverse osmosis, conventional pretreatment, baseline module, single stage","Heat, central or small-scale, other than natural gas {CH}",11.643919600321182,0.4990649554126386
962,7.040390305877057,80.01561991411158,"tap water production, underground water without treatment","Heat, district or industrial, other than natural gas {CH}",11.522249267632066,0.004124701241093267
963,10.393221835894115,118.1213046398497,"tap water production, underground water with chemical treatment","Heat, central or small-scale, other than natural gas {CH}",17.009467868138355,1.8100933002136006
964,11.919841519248253,135.47168083059825,"tap water production, underground water without treatment","Heat, district or industrial, other than natural gas {CH}",19.507922039606147,0.006983389126457455
965,7.522161716510117,85.4910603945237,"tap water production, conventional treatment","Heat, central or small-scale, natural gas {CH}",12.310712696811413,0.930060468395268
966,10.400774240040855,118.20713941226833,"tap water production, underground water without treatment","Electricity, low voltage, Zurich, Switzerland",17.02182807536664,0.5682254738780756
967,6.849278837955256,77.84359508110003,"tap water production, seawater reverse osmosis, conventional pretreatment, baseline module, single stage","Heat, central or small-scale, natural gas {CH}",11.209477691678405,1.2790156831130712
968,5.753308946404747,65.38765067040289,"tap water production, conventional treatment","Heat, central or small-scale, natural gas {CH}",9.415821696538016,0.711354716260797
969,10.117058781118235,114.9826493856345,"tap water production, underground water with chemical treatment","Heat, central or small-scale, natural gas {CH}",16.557501511531367,1.260022096632179
970,14.520619188441382,165.0301042159537,"tap water production, underground water with chemical treatment","Heat, central or small-scale, natural gas {CH}",23.764335007097333,1.8084604854094832
